                    x                count                  avg                sigma                  min                  max
      14338.000000000        188.000000000         39.544569000          8.960021000        -16.951000000         58.671001000
      14340.000000000        176.000000000         39.061733000          9.597478000        -22.797001000         59.126999000
      14342.000000000        148.000000000         39.405108000          7.016950000         22.493000000         58.969002000
      14344.000000000         99.000000000         39.237858000          6.706246000         25.225000000         55.585999000
      14346.000000000         50.000000000         41.760660000          5.641378000         27.297001000         52.861000000
      14439.000000000         75.000000000         29.199160000         14.786586000        -34.694000000         45.596001000
      14440.000000000        172.000000000         37.158919000          6.721732000        -17.681000000         49.438999000
      14441.000000000         44.000000000         33.044068000         13.293771000        -21.679001000         45.154999000
      14661.000000000         33.000000000         42.814879000          4.691033000         29.569000000         51.235001000
      14663.000000000         62.000000000         43.209468000          5.502598000         25.830999000         55.617001000
      14665.000000000         96.000000000         41.870063000          5.278087000         23.487000000         53.626999000
      14667.000000000        122.000000000         41.793648000          4.793553000         26.285999000         51.036999000
      14669.000000000        144.000000000         43.656535000          5.886830000         28.865999000         59.209999000
      14671.000000000        169.000000000         42.694083000          6.085994000         24.166000000         64.487000000
      14673.000000000        188.000000000         42.862989000          6.411793000         18.155001000         62.113998000
      14677.000000000         96.000000000         46.980615000          6.457155000         24.274000000         61.686001000
      14679.000000000         37.000000000         40.391811000         10.177335000        -12.190000000         53.748001000
      14769.000000000        157.000000000         37.887516000          5.488119000         20.261000000         51.408001000
      14995.000000000         11.000000000         60.352636000          8.577517000         49.382000000         73.084000000
      14997.000000000         34.000000000         55.541441000          9.646766000         40.741001000         72.606003000
      14999.000000000         58.000000000         53.481897000         11.707098000         28.122999000         76.806999000
      15001.000000000         96.000000000         49.096958000         10.680212000         23.200001000         74.542999000
      15003.000000000        134.000000000         47.025097000         10.601450000         25.405001000         69.514000000
      15005.000000000        175.000000000         46.854709000          9.423440000         29.753000000         71.873001000
      15007.000000000        175.000000000         45.019389000          9.668864000         27.495001000         73.174004000
      15008.000000000        151.000000000         42.447715000          8.223914000         16.583000000         68.853996000
      15009.000000000        117.000000000         40.766863000          6.427414000         24.834000000         61.747002000
      15010.000000000         83.000000000         39.374096000          6.884357000          9.255000000         57.630001000
      15011.000000000         49.000000000         37.259939000          5.755506000         18.423000000         53.299999000
      15012.000000000         12.000000000         39.504583000          4.217366000         31.278999000         44.018002000
      15097.000000000         32.000000000         38.054719000          4.687905000         27.066999000         45.368000000
      15098.000000000        155.000000000         43.494206000          5.997388000         18.155001000         60.563000000
      15099.000000000        127.000000000         41.633370000          7.325539000         24.121000000         68.900002000
      15333.000000000          3.000000000         62.678666000          5.994915000         59.216000000         69.600998000
      15334.000000000         18.000000000         49.429056000          8.864696000         33.442001000         67.220001000
      15335.000000000         41.000000000         51.141073000          8.717112000         36.591000000         67.550003000
      15336.000000000         69.000000000         46.031638000         10.446260000         22.850000000         65.130997000
      15337.000000000         99.000000000         45.213515000         11.197606000         21.068001000         68.480003000
      15338.000000000        129.000000000         44.858473000         11.026191000         14.284000000         68.242996000
      15339.000000000        157.000000000         43.992592000         10.352937000         -5.102000000         65.806000000
      15340.000000000        159.000000000         44.161855000         10.219740000         27.351999000         68.353996000
      15341.000000000        173.000000000         44.377474000          8.585102000         26.777000000         68.918999000
      15343.000000000         99.000000000         39.954657000          6.253928000         28.343000000         58.145000000
      15345.000000000          4.000000000         38.279250000          2.514180000         35.700001000         41.733002000
      15426.000000000         39.000000000         31.059410000         10.503766000        -19.201000000         46.632000000
      15427.000000000        154.000000000         35.396513000          7.796049000        -26.593000000         49.671001000
      15428.000000000        140.000000000         37.179400000          5.359806000         23.643000000         51.641998000
      15668.000000000         20.000000000         23.330700000         20.774831000        -23.448000000         40.905998000
      15669.000000000         48.000000000         27.567854000         15.457273000        -34.680000000         41.870998000
      15670.000000000         83.000000000         16.940699000         23.396173000        -30.167999000         47.639000000
      15671.000000000        119.000000000         25.534630000         18.452134000        -36.208000000         48.533001000
      15672.000000000        161.000000000         21.783683000         20.066981000        -28.702000000         44.207001000
      15673.000000000        180.000000000         20.735356000         20.495129000        -36.230999000         44.109001000
      15675.000000000        100.000000000         23.848510000         15.723687000        -25.490999000         40.839001000
      15677.000000000          5.000000000         12.610800000         33.595482000        -26.346001000         39.250000000
      15755.000000000         55.000000000         21.076273000         16.828095000        -25.846001000         38.699001000
      15756.000000000        159.000000000         15.351365000         21.923718000        -29.851999000         40.798000000
      15757.000000000        141.000000000         22.227121000         19.575891000        -33.312000000         43.372002000
      15758.000000000         20.000000000         28.313100000         12.841128000        -15.868000000         46.298000000
      16001.000000000          5.000000000          9.938800000         28.768317000        -28.700001000         31.813999000
      16002.000000000         34.000000000         22.715647000         18.640689000        -32.717999000         44.049999000
      16003.000000000         79.000000000         17.630532000         23.289102000        -33.747002000         42.007999000
      16004.000000000        131.000000000         13.857252000         23.692270000        -32.683998000         42.915001000
      16005.000000000        175.000000000         17.321497000         21.603680000        -36.984001000         41.953999000
      16006.000000000        174.000000000         17.559328000         21.328851000        -31.639000000         44.637001000
      16008.000000000         76.000000000         21.449461000         18.091582000        -27.042999000         43.687000000
      16010.000000000         12.000000000          7.651833000         26.031695000        -29.334000000         39.523998000
      16012.000000000          1.000000000         26.964001000          0.000000000         26.964001000         26.964001000
      16014.000000000          1.000000000        -28.973000000          0.000000000        -28.973000000        -28.973000000
      16085.000000000         16.000000000        -10.158437000         21.232482000        -29.785000000         30.806000000
      16086.000000000         97.000000000         14.751351000         22.595463000        -33.266998000         39.009998000
      16087.000000000        180.000000000          5.986578000         24.996286000        -38.622002000         35.966999000
      16088.000000000        105.000000000         16.869981000         21.053281000        -34.785000000         40.591999000
      16336.000000000         55.000000000         26.441454000         15.917166000        -22.854000000         43.765999000
      16338.000000000        161.000000000         24.222323000         18.255994000        -36.633999000         45.016998000
      16340.000000000        150.000000000         19.929533000         19.509994000        -33.435001000         39.421001000
      16342.000000000         92.000000000         17.014848000         20.766182000        -29.975000000         41.851002000
      16344.000000000         78.000000000         18.215718000         21.774789000        -33.109001000         37.698002000
      16346.000000000         73.000000000         16.692192000         20.496290000        -29.577999000         37.953999000
      16348.000000000         54.000000000         20.078204000         18.763521000        -25.629999000         39.492001000
      16350.000000000         15.000000000          9.673333000         20.615490000        -23.448000000         31.282000000
      16416.000000000         49.000000000         24.192796000         18.540190000        -26.070999000         41.478001000
      16417.000000000        126.000000000         11.603286000         22.213945000        -36.228001000         36.466999000
      16418.000000000        175.000000000         17.685566000         21.030002000        -31.323999000         43.862999000
      16419.000000000         97.000000000          5.456928000         24.915455000        -34.035999000         40.958000000
      16669.000000000         37.000000000         11.414730000         26.160227000        -36.115002000         37.616001000
      16671.000000000        143.000000000         15.224287000         22.459198000        -30.569000000         49.671001000
      16673.000000000        182.000000000         18.277143000         20.966152000        -34.792999000         44.715000000
      16675.000000000        167.000000000         21.320766000         19.042819000        -30.980000000         41.442001000
      16677.000000000        165.000000000         24.028152000         16.533715000        -30.621000000         44.374001000
      16679.000000000        156.000000000         19.574538000         19.881900000        -31.516001000         43.234001000
      16681.000000000        126.000000000         25.781825000         14.823505000        -28.514000000         42.603001000
      16683.000000000         61.000000000         26.949672000         11.801994000        -24.907000000         39.793999000
      16746.000000000         11.000000000         25.416818000         16.809738000        -20.330000000         37.285999000
      16748.000000000        138.000000000         28.243775000         14.286789000        -26.377001000         42.910000000
      16750.000000000        110.000000000         30.143291000         12.650950000        -24.726999000         46.094002000
      17001.000000000          4.000000000         15.567250000         24.290760000        -20.497999000         30.038000000
      17003.000000000         94.000000000         28.281553000         14.844928000        -22.666000000         47.390999000
      17005.000000000        160.000000000         21.877625000         19.214357000        -35.384998000         41.342999000
      17007.000000000        184.000000000         22.823283000         16.631916000        -35.660999000         42.057999000
      17009.000000000        185.000000000         25.026978000         15.070996000        -29.552000000         44.484001000
      17011.000000000        196.000000000         25.345658000         16.197152000        -29.858999000         44.632999000
      17013.000000000        172.000000000         19.818866000         20.388540000        -31.680000000         39.646000000
      17015.000000000        117.000000000         11.627359000         24.201082000        -36.131001000         41.945999000
      17017.000000000         55.000000000         22.086436000         19.119154000        -35.478001000         39.770000000
      17019.000000000         15.000000000         23.166067000         20.145139000        -24.208000000         45.615002000
      17077.000000000         33.000000000         26.500030000         18.573239000        -30.171000000         47.972000000
      17079.000000000        152.000000000         27.329835000         14.218505000        -28.120001000         45.327000000
      17081.000000000        124.000000000         32.156387000          7.748253000        -13.032000000         42.570000000
      17336.000000000         15.000000000         21.214400000         18.145818000        -25.434999000         41.106998000
      17337.000000000         40.000000000         21.253200000         17.200310000        -23.205000000         41.082001000
      17338.000000000         53.000000000         24.702623000         16.610139000        -29.301001000         43.612999000
      17339.000000000         58.000000000         18.145259000         20.544146000        -29.721001000         39.097000000
      17340.000000000         56.000000000         23.470661000         17.062030000        -25.922001000         41.611000000
      17341.000000000         58.000000000         19.778569000         18.882826000        -34.087002000         36.875000000
      17342.000000000         63.000000000         22.299524000         17.590162000        -30.099001000         39.198002000
      17343.000000000         73.000000000         21.907534000         17.458458000        -32.087002000         40.673000000
      17344.000000000         94.000000000         26.718734000         16.071941000        -24.945000000         43.049999000
      17345.000000000        124.000000000         19.629194000         20.117914000        -31.211000000         40.151001000
      17346.000000000        151.000000000         25.063517000         15.266380000        -24.881001000         42.931999000
      17347.000000000        178.000000000         27.059309000         14.419963000        -29.014999000         45.511002000
      17348.000000000        196.000000000         19.056291000         19.427302000        -32.380001000         39.965000000
      17349.000000000        183.000000000         17.125218000         21.786945000        -33.993000000         41.537998000
      17350.000000000        162.000000000         20.035352000         20.142333000        -35.834999000         42.821999000
      17351.000000000        143.000000000         11.666650000         24.142522000        -35.407001000         42.310001000
      17352.000000000        122.000000000         17.578672000         20.415556000        -37.266998000         38.778999000
      17353.000000000        111.000000000         16.119541000         22.664714000        -32.639999000         39.873001000
      17354.000000000         96.000000000         16.187833000         22.471139000        -36.980000000         40.848000000
      17355.000000000         84.000000000         15.646619000         23.940687000        -35.464001000         40.696999000
      17356.000000000         66.000000000         16.665076000         23.257978000        -37.931999000         43.840000000
      17357.000000000         42.000000000         13.037071000         24.736347000        -36.181000000         37.155998000
      17358.000000000         17.000000000         15.290177000         26.621048000        -31.545000000         42.855000000
      17406.000000000         32.000000000          9.584562000         23.674171000        -33.682999000         35.667999000
      17407.000000000         80.000000000         12.949175000         23.106751000        -37.714001000         37.491001000
      17408.000000000        128.000000000          8.285766000         24.868698000        -39.723000000         37.431000000
      17411.000000000        121.000000000         21.096992000         18.149076000        -27.746000000         42.777000000
      17412.000000000         46.000000000          7.968630000         23.529139000        -30.797001000         40.444000000
      17678.000000000         27.000000000         27.355037000         12.552454000        -24.415001000         41.021000000
      17679.000000000         57.000000000         18.075263000         20.555761000        -27.219999000         38.301998000
      17680.000000000         87.000000000         19.301126000         19.046086000        -27.812000000         40.917000000
      17682.000000000        139.000000000         23.159885000         17.328548000        -30.125999000         45.917999000
      17684.000000000        166.000000000         21.510777000         17.397360000        -30.014000000         41.736000000
      17686.000000000        184.000000000         23.711353000         16.961408000        -33.511002000         42.647999000
      17688.000000000        180.000000000         15.848172000         21.233121000        -36.448002000         40.311001000
      17690.000000000        129.000000000         18.780535000         20.487211000        -32.101002000         40.146999000
      17692.000000000         45.000000000         18.516422000         19.232401000        -29.459000000         39.750000000
      17733.000000000         10.000000000         26.980700000         17.499515000        -19.598000000         40.771999000
      17735.000000000         83.000000000         18.915253000         20.842525000        -29.756001000         41.428001000
      17737.000000000        179.000000000         24.343642000         17.044299000        -28.976000000         48.821999000
      17739.000000000        149.000000000         16.222081000         21.082584000        -32.905998000         38.082001000
      18016.000000000         59.000000000         21.194508000         18.878990000        -25.760000000         40.242001000
      18020.000000000        132.000000000         26.360674000         13.289322000        -26.384001000         41.931000000
      18022.000000000        181.000000000         21.020801000         18.820382000        -29.221001000         45.726002000
      18024.000000000        130.000000000         23.598646000         18.648405000        -29.083000000         43.803001000
      18046.000000000         15.000000000         32.277866000          7.601747000         16.562000000         47.724998000
      18048.000000000         61.000000000         27.163098000         14.359784000        -27.337999000         42.241001000
      18050.000000000         75.000000000         25.940627000         17.811191000        -27.881001000         47.262001000
      18060.000000000         29.000000000         24.730655000         19.744807000        -24.558001000         41.819000000
      18062.000000000         68.000000000         29.671353000         11.152411000        -19.434000000         43.048000000
      18064.000000000        118.000000000         29.386890000         12.040675000        -20.754000000         44.000000000
      18066.000000000        189.000000000         31.599053000          8.682657000        -23.827999000         44.325001000
      18068.000000000        146.000000000         32.700206000          8.444344000        -24.458000000         47.234001000
      18069.000000000        100.000000000         21.325350000         18.049584000        -30.681999000         41.991001000
      18070.000000000         49.000000000         32.257694000          5.852416000         17.405001000         41.605999000
      18071.000000000         11.000000000         28.262636000          7.477934000         10.381000000         37.667999000
      18351.000000000         20.000000000         35.797300000          4.093682000         29.441000000         44.313000000
      18353.000000000         85.000000000         27.132365000         14.953033000        -24.750000000         43.224998000
      18355.000000000        169.000000000        -30.213426000         11.197034000        -45.887001000         24.062000000
      18357.000000000        140.000000000         26.357957000         16.551473000        -35.956001000         44.868000000
      18359.000000000         37.000000000         23.735919000         18.729186000        -26.520000000         47.013000000
      18375.000000000         42.000000000         26.809738000         15.062894000        -25.069000000         44.223000000
      18377.000000000        111.000000000         27.249892000         15.860454000        -29.451000000         44.408001000
      18379.000000000        166.000000000         29.698572000         12.106910000        -27.756001000         45.848000000
      18381.000000000        181.000000000         31.205707000         11.283097000        -31.267000000         45.755001000
      18383.000000000        167.000000000         32.340186000          7.287662000        -17.329000000         46.860001000
      18385.000000000        130.000000000         31.117154000         11.506637000        -28.131001000         45.867001000
      18387.000000000        104.000000000         31.567634000         11.605060000        -27.642000000         49.090000000
      18389.000000000         97.000000000         29.634021000         13.090079000        -25.771999000         50.220001000
      18390.000000000         49.000000000         25.430449000         15.927093000        -28.400000000         41.506001000
      18391.000000000        125.000000000         28.959400000         15.214907000        -24.216999000         47.479000000
      18392.000000000        144.000000000         26.771556000         14.802418000        -29.264000000         45.005001000
      18393.000000000        166.000000000         32.223843000         10.204507000        -25.045000000         48.530998000
      18394.000000000        168.000000000         27.864381000         14.123628000        -27.920000000         45.355999000
      18395.000000000        189.000000000         32.839608000          8.486646000        -20.086000000         47.573002000
      18396.000000000        198.000000000         29.260091000         12.394576000        -25.539000000         45.568001000
      18397.000000000        171.000000000         34.439328000          8.079009000        -19.801001000         50.123001000
      18398.000000000        127.000000000         29.519307000         12.284960000        -33.180000000         42.435001000
      18399.000000000         78.000000000         37.836744000          5.759310000         18.514999000         52.185001000
      18400.000000000         10.000000000         30.164200000          5.681636000         16.334999000         37.221001000
